arquivo,densidade,m,n,status,custo,nos_explorados,nos_podados,memoria_mb,tempo_s
rand_d0.3_m125_n75_s188.txt,0.3,125,75,OPTIMAL,6,1618106,808987,11.98,14.435691
rand_d0.3_m125_n75_s189.txt,0.3,125,75,OPTIMAL,6,1657228,827109,11.98,16.68506
rand_d0.3_m125_n75_s190.txt,0.3,125,75,OPTIMAL,6,2124695,1062244,11.98,17.994285
rand_d0.3_m125_n75_s191.txt,0.3,125,75,OPTIMAL,6,1743730,870387,11.98,14.514049
rand_d0.3_m125_n75_s192.txt,0.3,125,75,OPTIMAL,7,15381660,7681656,11.98,129.866033
rand_d0.3_m125_n75_s193.txt,0.3,125,75,OPTIMAL,7,11875013,5929139,11.98,109.009373
rand_d0.3_m125_n75_s194.txt,0.3,125,75,OPTIMAL,6,2031751,1014405,11.98,18.822446
rand_d0.3_m125_n75_s195.txt,0.3,125,75,OPTIMAL,6,1587323,793562,11.98,14.726716
rand_d0.3_m125_n75_s196.txt,0.3,125,75,OPTIMAL,6,1527097,762841,11.98,13.577725
rand_d0.3_m125_n75_s197.txt,0.3,125,75,OPTIMAL,6,2122405,1060777,11.98,19.463542
rand_d0.3_m125_n75_s198.txt,0.3,125,75,OPTIMAL,6,1392837,696320,11.98,12.022998
rand_d0.3_m125_n75_s199.txt,0.3,125,75,OPTIMAL,6,1758669,878927,11.98,15.149896
rand_d0.3_m25_n75_s100.txt,0.3,25,75,OPTIMAL,4,12171,6050,11.98,0.076546
rand_d0.3_m25_n75_s101.txt,0.3,25,75,OPTIMAL,4,11389,5668,11.98,0.071721
rand_d0.3_m25_n75_s102.txt,0.3,25,75,OPTIMAL,4,6734,3346,11.98,0.04683
rand_d0.3_m25_n75_s103.txt,0.3,25,75,OPTIMAL,4,9913,4893,11.98,0.067035
rand_d0.3_m25_n75_s104.txt,0.3,25,75,OPTIMAL,4,20193,10049,11.98,0.135852
rand_d0.3_m25_n75_s105.txt,0.3,25,75,OPTIMAL,3,1611,806,11.98,0.011083
rand_d0.3_m25_n75_s106.txt,0.3,25,75,OPTIMAL,3,4408,2166,11.98,0.031274
rand_d0.3_m25_n75_s107.txt,0.3,25,75,OPTIMAL,4,8513,4238,11.98,0.058134
rand_d0.3_m25_n75_s108.txt,0.3,25,75,OPTIMAL,4,14406,7152,11.98,0.077655
rand_d0.3_m25_n75_s109.txt,0.3,25,75,OPTIMAL,3,8364,4134,11.98,0.047857
rand_d0.3_m25_n75_s110.txt,0.3,25,75,OPTIMAL,3,2545,1238,11.98,0.014997
rand_d0.3_m25_n75_s111.txt,0.3,25,75,OPTIMAL,3,1490,741,11.98,0.008841
rand_d0.3_m25_n75_s112.txt,0.3,25,75,OPTIMAL,4,9786,4858,11.98,0.055754
rand_d0.3_m25_n75_s113.txt,0.3,25,75,OPTIMAL,3,759,380,11.98,0.005843
rand_d0.3_m25_n75_s114.txt,0.3,25,75,OPTIMAL,4,14083,6968,11.98,0.084925
rand_d0.3_m25_n75_s115.txt,0.3,25,75,OPTIMAL,4,11453,5666,11.98,0.07667
